Site,Type,Date,Number,Class,Site,Item,Qty,Amount,Balance
,Invoice,2025-12-16,CR/INV/2526/10243,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,34.014,"8,474.58","13,892,997.25"
,Invoice,2025-12-16,CR/INV/2526/10303,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,322.789,"80,423.73","13,973,420.97"
,Invoice,2025-12-16,CR/INV/2526/10304,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,29.000,"7,225.42","13,980,646.40"
,Cash Sales,2025-12-16,CASH/INV/2425/03138,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,277.293,"69,088.31","14,049,734.71"
,Cash Sales,2025-12-16,CASH/INV/2425/03139,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,107.010,"26,661.86","14,076,396.58"
,Cash Sales,2025-12-16,CASH/INV/2425/03140,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1207.810,"300,929.59","14,377,326.17"
,Cash Sales,2025-12-16,CASH/INV/2425/03154,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1433.192,"357,083.97","14,734,410.14"
,Invoice,2025-12-17,CR/INV/2526/10318,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,268.275,"66,841.53","14,801,251.66"
,Invoice,2025-12-17,CR/INV/2526/10319,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","14,803,743.19"
,Invoice,2025-12-17,CR/INV/2526/10320,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","14,805,238.10"
,Invoice,2025-12-17,CR/INV/2526/10321,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","14,806,733.02"
,Invoice,2025-12-17,CR/INV/2526/10322,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,255.306,"63,610.17","14,870,343.18"
,Invoice,2025-12-17,CR/INV/2526/10323,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,42.517,"10,593.22","14,880,936.40"
,Invoice,2025-12-17,CR/INV/2526/10324,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","14,882,929.62"
,Invoice,2025-12-17,CR/INV/2526/10355,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,75.680,"18,855.93","14,901,785.56"
,Invoice,2025-12-17,CR/INV/2526/10356,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,426.907,"106,365.25","15,008,150.81"
,Invoice,2025-12-17,CR/INV/2526/10357,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.422,"1,101.70","15,009,252.51"
,Cash Sales,2025-12-17,CASH/INV/2425/03157,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,465.075,"115,874.84","15,125,127.34"
,Cash Sales,2025-12-17,CASH/INV/2425/03159,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,547.507,"136,413.12","15,261,540.46"
,Cash Sales,2025-12-17,CASH/INV/2425/03165,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1038.540,"258,755.32","15,520,295.79"
,Cash Sales,2025-12-17,CASH/INV/2425/03166,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2014.331,"501,876.58","16,022,172.36"
,Invoice,2025-12-18,CR/INV/2526/10364,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,158.632,"39,523.73","16,061,696.09"
,Invoice,2025-12-18,CR/INV/2526/10365,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","16,063,191.01"
,Invoice,2025-12-18,CR/INV/2526/10366,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","16,065,682.53"
,Invoice,2025-12-18,CR/INV/2526/10367,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","16,067,675.75"
,Invoice,2025-12-18,CR/INV/2526/10368,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","16,069,170.67"
,Invoice,2025-12-18,CR/INV/2526/10369,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.000,"8,720.34","16,077,891.00"
,Invoice,2025-12-18,CR/INV/2526/10370,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,245.76","16,079,136.77"
,Invoice,2025-12-18,CR/INV/2526/10371,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.000,"2,242.37","16,081,379.14"
,Invoice,2025-12-18,CR/INV/2526/10380,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,231.734,"57,737.29","16,139,116.43"
,Invoice,2025-12-18,CR/INV/2526/10381,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,44.558,"11,101.70","16,150,218.12"
,Invoice,2025-12-18,CR/INV/2526/10396,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,295.435,"73,608.48","16,223,826.60"
,Invoice,2025-12-18,CR/INV/2526/10397,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.660,"1,161.02","16,224,987.62"
,Cash Sales,2025-12-18,CASH/INV/2425/03170,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1206.948,"300,714.66","16,525,702.28"
,Cash Sales,2025-12-18,CASH/INV/2425/03174,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1701.018,"423,813.74","16,949,516.01"
,Cash Sales,2025-12-18,CASH/INV/2425/03178,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,248.205,"61,841.10","17,011,357.12"
,Invoice,2025-12-19,CR/INV/2526/10403,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,119.013,"29,652.54","17,041,009.66"
,Invoice,2025-12-19,CR/INV/2526/10404,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,36.000,"8,969.49","17,049,979.15"
,Invoice,2025-12-19,CR/INV/2526/10455,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,582.778,"145,200.85","17,195,180.00"
,Invoice,2025-12-19,CR/INV/2526/10456,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","17,197,671.52"
,Invoice,2025-12-19,CR/INV/2526/10463,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,128.367,"31,983.05","17,229,654.57"
,Invoice,2025-12-19,CR/INV/2526/10464,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.599,"1,893.22","17,231,547.79"
,Invoice,2025-12-19,CR/INV/2526/10465,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,233.469,"58,169.49","17,289,717.28"
,Cash Sales,2025-12-19,CASH/INV/2425/03183,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,93.217,"23,225.21","17,312,942.50"
,Cash Sales,2025-12-19,CASH/INV/2425/03196,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2139.802,"533,138.14","17,846,080.63"
,Cash Sales,2025-12-19,CASH/INV/2425/03199,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,697.854,"173,872.48","18,019,953.12"
,Cash Sales,2025-12-19,CASH/INV/2425/03200,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,219.261,"54,629.54","18,074,582.66"
,Invoice,2025-12-20,CR/INV/2526/10409,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,413.856,"103,113.56","18,177,696.22"
,Invoice,2025-12-20,CR/INV/2526/10410,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.803,"1,694.92","18,179,391.13"
,Invoice,2025-12-20,CR/INV/2526/10411,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","18,181,384.35"
,Invoice,2025-12-20,CR/INV/2526/10412,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,18.610,"4,636.73","18,186,021.08"
,Invoice,2025-12-20,CR/INV/2526/10422,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,456.632,"113,771.19","18,299,792.27"
,Invoice,2025-12-20,CR/INV/2526/10423,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,27.551,"6,864.41","18,306,656.67"
,Invoice,2025-12-20,CR/INV/2526/10424,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","18,308,649.89"
,Invoice,2025-12-20,CR/INV/2526/10425,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1.000,249.15,"18,308,899.05"
,Invoice,2025-12-20,CR/INV/2526/10490,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,502.380,"125,169.49","18,434,068.54"
,Invoice,2025-12-20,CR/INV/2526/10491,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.184,"2,288.14","18,436,356.67"
,Invoice,2025-12-20,CR/INV/2526/10492,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,245.76","18,437,602.44"
,Invoice,2025-12-20,CR/INV/2526/10493,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,159.217,"39,669.49","18,477,271.93"
,Invoice,2025-12-20,CR/INV/2526/10494,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.503,"2,118.64","18,479,390.57"
,Cash Sales,2025-12-20,CASH/INV/2425/03187,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,169.601,"42,256.59","18,521,647.16"
,Cash Sales,2025-12-20,CASH/INV/2425/03190,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,541.697,"134,965.49","18,656,612.65"
,Cash Sales,2025-12-20,CASH/INV/2425/03205,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1801.736,"448,908.01","19,105,520.66"
,Cash Sales,2025-12-20,CASH/INV/2425/03206,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,592.839,"147,707.67","19,253,228.33"
,Invoice,2025-12-21,CR/INV/2526/10508,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,614.152,"153,017.80","19,406,246.12"
,Invoice,2025-12-21,CR/INV/2526/10509,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,77.381,"19,279.66","19,425,525.79"
,Invoice,2025-12-21,CR/INV/2526/10516,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,796.141,"198,361.02","19,623,886.80"
,Invoice,2025-12-21,CR/INV/2526/10517,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,23.809,"5,932.20","19,629,819.01"
,Invoice,2025-12-21,CR/INV/2526/10525,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,665.781,"165,881.36","19,795,700.36"
,Invoice,2025-12-21,CR/INV/2526/10526,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,67.211,"16,745.76","19,812,446.12"
,Invoice,2025-12-21,CR/INV/2526/10527,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,34.014,"8,474.58","19,820,920.70"
,Cash Sales,2025-12-21,CASH/INV/2425/03215,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1516.357,"377,804.96","20,198,725.66"
,Cash Sales,2025-12-21,CASH/INV/2425/03218,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,263.229,"65,584.32","20,264,309.98"
,Cash Sales,2025-12-21,CASH/INV/2425/03224,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1705.645,"424,966.48","20,689,276.46"
,Invoice,2025-12-22,CR/INV/2526/10521,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,384.795,"95,872.88","20,785,149.34"
,Invoice,2025-12-22,CR/INV/2526/10528,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,85.034,"21,186.44","20,806,335.78"
,Invoice,2025-12-22,CR/INV/2526/10552,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,151.360,"37,711.86","20,844,047.64"
,Invoice,2025-12-22,CR/INV/2526/10553,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,43.428,"10,820.34","20,854,867.98"
,Invoice,2025-12-22,CR/INV/2526/10554,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.810,"1,696.61","20,856,564.59"
,Invoice,2025-12-22,CR/INV/2526/10555,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,15.000,"3,737.29","20,860,301.88"
,Invoice,2025-12-22,CR/INV/2526/10569,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,443.486,"110,495.76","20,970,797.64"
,Invoice,2025-12-22,CR/INV/2526/10570,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,39.456,"9,830.51","20,980,628.15"
,Invoice,2025-12-22,CR/INV/2526/10571,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.187,"2,288.97","20,982,917.12"
,Cash Sales,2025-12-22,CASH/INV/2425/03221,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,243.805,"60,744.70","21,043,661.81"
,Cash Sales,2025-12-22,CASH/INV/2425/03225,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,132.596,"33,036.73","21,076,698.54"
,Cash Sales,2025-12-22,CASH/INV/2425/03234,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,369.182,"91,982.75","21,168,681.29"
,Cash Sales,2025-12-22,CASH/INV/2425/03238,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2153.822,"536,631.14","21,705,312.43"
,Invoice,2025-12-23,CR/INV/2526/10556,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,322.091,"80,250.00","21,785,562.43"
,Invoice,2025-12-23,CR/INV/2526/10557,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,25.102,"6,254.24","21,791,816.67"
,Invoice,2025-12-23,CR/INV/2526/10558,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,218.231,"54,372.88","21,846,189.55"
,Invoice,2025-12-23,CR/INV/2526/10559,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.401,847.46,"21,847,037.01"
,Invoice,2025-12-23,CR/INV/2526/10574,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,459.965,"114,601.70","21,961,638.70"
,Invoice,2025-12-23,CR/INV/2526/10575,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,22.109,"5,508.48","21,967,147.18"
,Cash Sales,2025-12-23,CASH/INV/2425/03235,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,73.077,"18,207.30","21,985,354.47"
,Cash Sales,2025-12-23,CASH/INV/2425/03236,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,518.518,"129,190.25","22,114,544.73"
,Cash Sales,2025-12-23,CASH/INV/2425/03240,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1482.576,"369,388.27","22,483,933.00"
,Cash Sales,2025-12-23,CASH/INV/2425/03241,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,394.050,"98,178.74","22,582,111.73"
,Invoice,2025-12-24,CR/INV/2526/10598,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,146.350,"36,463.56","22,618,575.29"
,Invoice,2025-12-24,CR/INV/2526/10599,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,44.000,"10,962.71","22,629,538.01"
,Invoice,2025-12-24,CR/INV/2526/10600,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,123.558,"30,784.75","22,660,322.75"
,Invoice,2025-12-24,CR/INV/2526/10601,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,29.517,"7,354.24","22,667,676.99"
,Invoice,2025-12-24,CR/INV/2526/10650,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,161.802,"40,313.56","22,707,990.55"
,Invoice,2025-12-24,CR/INV/2526/10651,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,744.07","22,709,734.62"
,Invoice,2025-12-24,CR/INV/2526/10652,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,548.115,"136,564.41","22,846,299.02"
,Invoice,2025-12-24,CR/INV/2526/10653,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,34.772,"8,663.56","22,854,962.58"
,Cash Sales,2025-12-24,CASH/INV/2425/03251,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,149.150,"37,161.17","22,892,123.75"
,Cash Sales,2025-12-24,CASH/INV/2425/03252,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,359.825,"89,651.59","22,981,775.34"
,Cash Sales,2025-12-24,CASH/INV/2425/03260,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,448.288,"111,692.20","23,093,467.54"
,Cash Sales,2025-12-24,CASH/INV/2425/03261,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2406.293,"599,535.20","23,693,002.73"
,Invoice,2025-12-25,CR/INV/2526/10659,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,326.809,"81,425.42","23,774,428.16"
,Invoice,2025-12-25,CR/INV/2526/10660,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,39.456,"9,830.51","23,784,258.67"
,Invoice,2025-12-25,CR/INV/2526/10666,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,372.972,"92,927.12","23,877,185.78"
,Invoice,2025-12-25,CR/INV/2526/10667,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,80.612,"20,084.75","23,897,270.53"
,Cash Sales,2025-12-25,CASH/INV/2425/03266,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1754.525,"437,145.26","24,334,415.79"
,Cash Sales,2025-12-25,CASH/INV/2425/03271,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,253.366,"63,126.85","24,397,542.64"
,Invoice,2025-12-26,CR/INV/2526/10696,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","24,399,535.86"
,Invoice,2025-12-26,CR/INV/2526/10697,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,238.639,"59,457.63","24,458,993.49"
,Invoice,2025-12-26,CR/INV/2526/10698,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.612,"7,627.12","24,466,620.61"
,Invoice,2025-12-26,CR/INV/2526/10699,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,17.007,"4,237.29","24,470,857.89"
,Invoice,2025-12-26,CR/INV/2526/10700,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,20.408,"5,084.75","24,475,942.64"
,Invoice,2025-12-26,CR/INV/2526/10701,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","24,477,935.86"
,Invoice,2025-12-26,CR/INV/2526/10702,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","24,479,929.08"
,Invoice,2025-12-26,CR/INV/2526/10703,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","24,481,922.30"
,Invoice,2025-12-26,CR/INV/2526/10704,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","24,483,915.52"
,Invoice,2025-12-26,CR/INV/2526/10752,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,757.434,"188,716.95","24,672,632.47"
,Invoice,2025-12-26,CR/INV/2526/10753,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.401,847.46,"24,673,479.93"
,Invoice,2025-12-26,CR/INV/2526/10754,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","24,675,473.15"
,Cash Sales,2025-12-26,CASH/INV/2425/03282,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,149.590,"37,270.81","24,712,743.95"
,Cash Sales,2025-12-26,CASH/INV/2425/03283,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,650.074,"161,967.87","24,874,711.83"
,Cash Sales,2025-12-26,CASH/INV/2425/03293,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1356.165,"337,892.50","25,212,604.33"
,Invoice,2025-12-27,CR/INV/2526/10735,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,407.292,"101,477.97","25,314,082.29"
,Invoice,2025-12-27,CR/INV/2526/10736,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.034,"8,728.81","25,322,811.11"
,Invoice,2025-12-27,CR/INV/2526/10737,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,498.31,"25,323,309.41"
,Invoice,2025-12-27,CR/INV/2526/10767,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,111.973,"27,898.31","25,351,207.72"
,Invoice,2025-12-27,CR/INV/2526/10785,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,410.751,"102,339.83","25,453,547.55"
,Invoice,2025-12-27,CR/INV/2526/10786,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,46.656,"11,624.58","25,465,172.12"
,Invoice,2025-12-27,CR/INV/2526/10787,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","25,467,165.34"
,Cash Sales,2025-12-27,CASH/INV/2425/03291,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,115.084,"28,673.59","25,495,838.94"
,Cash Sales,2025-12-27,CASH/INV/2425/03298,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,661.757,"164,878.85","25,660,717.78"
,Cash Sales,2025-12-27,CASH/INV/2425/03305,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2045.643,"509,678.02","26,170,395.80"
,Invoice,2025-12-28,CR/INV/2526/10788,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,160.204,"39,915.25","26,210,311.05"
,Invoice,2025-12-28,CR/INV/2526/10789,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,41.497,"10,338.98","26,220,650.04"
,Invoice,2025-12-28,CR/INV/2526/10790,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,93.537,"23,305.09","26,243,955.12"
,Invoice,2025-12-28,CR/INV/2526/10791,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,669.012,"166,686.44","26,410,641.56"
,Cash Sales,2025-12-28,CASH/INV/2425/03306,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,520.392,"129,657.34","26,540,298.90"
,Cash Sales,2025-12-28,CASH/INV/2425/03307,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,426.980,"106,383.35","26,646,682.25"
,Cash Sales,2025-12-28,CASH/INV/2425/03308,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1246.928,"310,675.75","26,957,358.00"
,Invoice,2025-12-29,CR/INV/2526/10816,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,100.340,"25,000.00","26,982,358.00"
,Invoice,2025-12-29,CR/INV/2526/10836,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,171.660,"42,769.49","27,025,127.49"
,Invoice,2025-12-29,CR/INV/2526/10837,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","27,027,619.02"
,Invoice,2025-12-29,CR/INV/2526/10846,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,380.918,"94,906.78","27,122,525.80"
,Invoice,2025-12-29,CR/INV/2526/10847,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,28.912,"7,203.39","27,129,729.19"
,Cash Sales,2025-12-29,CASH/INV/2425/03315,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,517.670,"128,979.04","27,258,708.23"
,Cash Sales,2025-12-29,CASH/INV/2425/03318,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,256.560,"63,922.70","27,322,630.93"
,Cash Sales,2025-12-29,CASH/INV/2425/03321,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,329.920,"82,200.68","27,404,831.60"
,Cash Sales,2025-12-29,CASH/INV/2425/03326,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2242.731,"558,783.11","27,963,614.71"
,Invoice,2025-12-30,CR/INV/2526/10821,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,165.986,"41,355.93","28,004,970.65"
,Invoice,2025-12-30,CR/INV/2526/10822,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.823,"1,949.15","28,006,919.80"
,Invoice,2025-12-30,CR/INV/2526/10871,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,285.823,"71,213.56","28,078,133.36"
,Invoice,2025-12-30,CR/INV/2526/10872,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.823,"1,949.15","28,080,082.51"
,Invoice,2025-12-30,CR/INV/2526/10873,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.500,"1,868.64","28,081,951.16"
,Invoice,2025-12-30,CR/INV/2526/10874,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.000,996.61,"28,082,947.77"
,Invoice,2025-12-30,CR/INV/2526/10875,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,19.460,"4,848.51","28,087,796.27"
,Invoice,2025-12-30,CR/INV/2526/10876,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.000,996.61,"28,088,792.88"
,Invoice,2025-12-30,CR/INV/2526/10877,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","28,090,786.10"
,Invoice,2025-12-30,CR/INV/2526/10878,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","28,092,779.32"
,Invoice,2025-12-30,CR/INV/2526/10895,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,278.602,"69,414.41","28,162,193.73"
,Invoice,2025-12-30,CR/INV/2526/10896,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","28,163,688.65"
,Invoice,2025-12-30,CR/INV/2526/10897,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","28,165,681.87"
,Invoice,2025-12-30,CR/INV/2526/10898,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,319.309,"79,556.78","28,245,238.65"
,Invoice,2025-12-30,CR/INV/2526/10899,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,23.469,"5,847.46","28,251,086.10"
,Cash Sales,2025-12-30,CASH/INV/2425/03317,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,383.931,"95,657.51","28,346,743.61"
,Cash Sales,2025-12-30,CASH/INV/2425/03334,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,58.594,"14,598.97","28,361,342.58"
,Cash Sales,2025-12-30,CASH/INV/2425/03340,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,572.789,"142,711.98","28,504,054.55"
,Cash Sales,2025-12-30,CASH/INV/2425/03341,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2251.622,"560,998.31","29,065,052.86"
,Invoice,2025-12-31,CR/INV/2526/10925,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,130.374,"32,483.05","29,097,535.91"
,Invoice,2025-12-31,CR/INV/2526/10926,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,36.000,"8,969.49","29,106,505.40"
,Invoice,2025-12-31,CR/INV/2526/10927,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,528.421,"131,657.63","29,238,163.03"
