Site,Type,Date,Number,Class,Site,Item,Qty,Amount,Balance
,Invoice,2025-10-04,CR/INV/2526/07471,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,57.859,"14,661.02","3,011,028.85"
,Cash Sales,2025-10-04,CASH/INV/2425/02094,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,607.320,"153,888.75","3,164,917.60"
,Cash Sales,2025-10-04,CASH/INV/2425/02101,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,181.421,"45,970.38","3,210,887.98"
,Cash Sales,2025-10-04,CASH/INV/2425/02104,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1342.677,"340,220.83","3,551,108.82"
,Invoice,2025-10-05,CR/INV/2526/07482,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,269.716,"68,343.22","3,619,452.04"
,Invoice,2025-10-05,CR/INV/2526/07483,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"3,619,958.82"
,Invoice,2025-10-05,CR/INV/2526/07490,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,536.097,"135,841.53","3,755,800.34"
,Invoice,2025-10-05,CR/INV/2526/07491,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,138.274,"35,037.29","3,790,837.63"
,Cash Sales,2025-10-05,CASH/INV/2425/02111,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,651.594,"165,107.52","3,955,945.15"
,Cash Sales,2025-10-05,CASH/INV/2425/02117,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1197.879,"303,530.61","4,259,475.76"
,Invoice,2025-10-06,CR/INV/2526/07510,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,106.177,"26,904.24","4,286,379.99"
,Invoice,2025-10-06,CR/INV/2526/07511,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","4,287,646.94"
,Invoice,2025-10-06,CR/INV/2526/07521,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,367.876,"93,216.10","4,380,863.04"
,Invoice,2025-10-06,CR/INV/2526/07522,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,48.930,"12,398.31","4,393,261.35"
,Invoice,2025-10-06,CR/INV/2526/07540,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,490.786,"124,360.17","4,517,621.52"
,Invoice,2025-10-06,CR/INV/2526/07541,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,53.512,"13,559.32","4,531,180.84"
,Cash Sales,2025-10-06,CASH/INV/2425/02123,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,488.893,"123,880.55","4,655,061.39"
,Cash Sales,2025-10-06,CASH/INV/2425/02131,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1717.154,"435,109.72","5,090,171.11"
,Cash Sales,2025-10-06,CASH/INV/2425/02136,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,682.143,"172,848.14","5,263,019.25"
,Invoice,2025-10-07,CR/INV/2526/07526,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,195.083,"49,432.20","5,312,451.46"
,Invoice,2025-10-07,CR/INV/2526/07527,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","5,314,478.58"
,Invoice,2025-10-07,CR/INV/2526/07528,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","5,315,745.53"
,Invoice,2025-10-07,CR/INV/2526/07568,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,155.425,"39,383.05","5,355,128.58"
,Invoice,2025-10-07,CR/INV/2526/07570,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,721.699,"182,871.19","5,537,999.76"
,Invoice,2025-10-07,CR/INV/2526/07571,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,40.134,"10,169.49","5,548,169.25"
,Invoice,2025-10-07,CR/INV/2526/07572,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","5,549,689.59"
,Invoice,2025-10-07,CR/INV/2526/07573,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","5,551,209.93"
,Invoice,2025-10-07,CR/INV/2526/07625,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,346.625,"87,831.36","5,639,041.29"
,Invoice,2025-10-07,CR/INV/2526/07626,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,28.763,"7,288.14","5,646,329.42"
,Invoice,2025-10-07,CR/INV/2526/07627,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,11.000,"2,787.29","5,649,116.71"
,Cash Sales,2025-10-07,CASH/INV/2425/02134,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,271.577,"68,814.78","5,717,931.49"
,Cash Sales,2025-10-07,CASH/INV/2425/02144,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,211.385,"53,562.93","5,771,494.42"
,Cash Sales,2025-10-07,CASH/INV/2425/02146,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,178.088,"45,125.65","5,816,620.08"
,Cash Sales,2025-10-07,CASH/INV/2425/02167,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2006.092,"508,323.73","6,324,943.81"
,Invoice,2025-10-08,CR/INV/2526/07574,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,159.866,"40,508.48","6,365,452.28"
,Invoice,2025-10-08,CR/INV/2526/07576,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,521.026,"132,022.88","6,497,475.16"
,Invoice,2025-10-08,CR/INV/2526/07577,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.017,"1,271.19","6,498,746.35"
,Invoice,2025-10-08,CR/INV/2526/07641,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,94.191,"23,866.95","6,522,613.30"
,Invoice,2025-10-08,CR/INV/2526/07642,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,535.160,"135,604.24","6,658,217.53"
,Invoice,2025-10-08,CR/INV/2526/07643,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,12.207,"3,093.22","6,661,310.75"
,Invoice,2025-10-08,CR/INV/2526/07644,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,533.90","6,663,844.65"
,Invoice,2025-10-08,CR/INV/2526/07645,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,25.000,"6,334.75","6,670,179.40"
,Invoice,2025-10-08,CR/INV/2526/07646,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","6,671,699.74"
,Cash Sales,2025-10-08,CASH/INV/2425/02147,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,416.724,"105,593.67","6,777,293.41"
,Cash Sales,2025-10-08,CASH/INV/2425/02149,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1608.327,"407,533.95","7,184,827.36"
,Cash Sales,2025-10-08,CASH/INV/2425/02172,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,133.149,"33,738.74","7,218,566.09"
,Cash Sales,2025-10-08,CASH/INV/2425/02173,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,319.972,"81,077.83","7,299,643.92"
,Invoice,2025-10-09,CR/INV/2526/07593,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,83.946,"21,271.19","7,320,915.11"
,Invoice,2025-10-09,CR/INV/2526/07594,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,595.344,"150,854.24","7,471,769.35"
,Invoice,2025-10-09,CR/INV/2526/07595,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,773.73","7,473,543.08"
,Invoice,2025-10-09,CR/INV/2526/07648,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,353.739,"89,633.90","7,563,176.97"
,Cash Sales,2025-10-09,CASH/INV/2425/02155,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,170.744,"43,264.71","7,606,441.69"
,Cash Sales,2025-10-09,CASH/INV/2425/02156,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,499.186,"126,488.72","7,732,930.41"
,Cash Sales,2025-10-09,CASH/INV/2425/02178,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,758.341,"192,156.05","7,925,086.46"
,Invoice,2025-10-10,CR/INV/2526/07663,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,475.254,"120,424.58","8,045,511.03"
,Invoice,2025-10-10,CR/INV/2526/07664,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","8,047,538.15"
,Invoice,2025-10-10,CR/INV/2526/07665,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,46.304,"11,733.05","8,059,271.20"
,Invoice,2025-10-10,CR/INV/2526/07686,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,538.444,"136,436.44","8,195,707.64"
,Invoice,2025-10-10,CR/INV/2526/07687,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,128.789,"32,633.90","8,228,341.54"
,Invoice,2025-10-10,CR/INV/2526/07688,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,24.590,"6,230.86","8,234,572.40"
,Invoice,2025-10-10,CR/INV/2526/07689,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,169.364,"42,915.25","8,277,487.65"
,Invoice,2025-10-10,CR/INV/2526/07690,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,18.395,"4,661.02","8,282,148.67"
,Cash Sales,2025-10-10,CASH/INV/2425/02184,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,373.206,"94,566.70","8,376,715.37"
,Cash Sales,2025-10-10,CASH/INV/2425/02185,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,88.996,"22,550.62","8,399,265.99"
,Cash Sales,2025-10-10,CASH/INV/2425/02194,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1749.446,"443,292.21","8,842,558.20"
,Cash Sales,2025-10-10,CASH/INV/2425/02195,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,184.871,"46,844.44","8,889,402.64"
,Invoice,2025-10-11,CR/INV/2526/07691,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.000,"1,013.56","8,890,416.20"
,Invoice,2025-10-11,CR/INV/2526/07692,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,321.548,"81,477.12","8,971,893.32"
,Invoice,2025-10-11,CR/INV/2526/07693,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,41.354,"10,478.81","8,982,372.13"
,Invoice,2025-10-11,CR/INV/2526/07713,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,423.368,"107,277.12","9,089,649.25"
,Invoice,2025-10-11,CR/INV/2526/07714,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,12.375,"3,135.59","9,092,784.85"
,Cash Sales,2025-10-11,CASH/INV/2425/02198,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,76.580,"19,404.61","9,112,189.46"
,Cash Sales,2025-10-11,CASH/INV/2425/02199,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,688.707,"174,511.53","9,286,700.98"
,Cash Sales,2025-10-11,CASH/INV/2425/02204,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1703.678,"431,694.92","9,718,395.91"
,Cash Sales,2025-10-11,CASH/INV/2425/02205,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,104.220,"26,408.31","9,744,804.21"
,Invoice,2025-10-12,CR/INV/2526/07726,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,93.712,"23,745.76","9,768,549.97"
,Invoice,2025-10-12,CR/INV/2526/07727,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,16.722,"4,237.29","9,772,787.26"
,Invoice,2025-10-12,CR/INV/2526/07728,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,241.291,"61,140.68","9,833,927.94"
,Invoice,2025-10-12,CR/INV/2526/07757,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,339.869,"86,119.49","9,920,047.43"
,Invoice,2025-10-12,CR/INV/2526/07758,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,115.920,"29,372.88","9,949,420.31"
,Cash Sales,2025-10-12,CASH/INV/2425/02213,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,215.705,"54,657.57","10,004,077.88"
,Cash Sales,2025-10-12,CASH/INV/2425/02215,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,404.799,"102,572.07","10,106,649.95"
,Cash Sales,2025-10-12,CASH/INV/2425/02223,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1594.961,"404,147.17","10,510,797.12"
,Cash Sales,2025-10-12,CASH/INV/2425/02226,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,162.760,"41,241.75","10,552,038.87"
,Invoice,2025-10-13,CR/INV/2526/07762,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,185.625,"47,035.59","10,599,074.47"
,Invoice,2025-10-13,CR/INV/2526/07763,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,34.689,"8,789.83","10,607,864.30"
,Invoice,2025-10-13,CR/INV/2526/07764,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.570,"2,424.94","10,610,289.24"
,Invoice,2025-10-13,CR/INV/2526/07775,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,94.983,"24,067.80","10,634,357.03"
,Invoice,2025-10-13,CR/INV/2526/07776,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,773.73","10,636,130.76"
,Invoice,2025-10-13,CR/INV/2526/07777,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.280,"1,591.29","10,637,722.05"
,Invoice,2025-10-13,CR/INV/2526/07779,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,531.033,"134,558.48","10,772,280.53"
,Invoice,2025-10-13,CR/INV/2526/07780,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","10,773,547.48"
,Invoice,2025-10-13,CR/INV/2526/07794,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,142.759,"36,173.73","10,809,721.20"
,Invoice,2025-10-13,CR/INV/2526/07795,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,34.810,"8,820.50","10,818,541.70"
,Invoice,2025-10-13,CR/INV/2526/07796,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","10,819,808.65"
,Cash Sales,2025-10-13,CASH/INV/2425/02229,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,872.716,"221,137.45","11,040,946.10"
,Cash Sales,2025-10-13,CASH/INV/2425/02233,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,201.437,"51,042.07","11,091,988.17"
,Cash Sales,2025-10-13,CASH/INV/2425/02235,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1278.347,"323,920.32","11,415,908.49"
,Cash Sales,2025-10-13,CASH/INV/2425/02241,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,468.991,"118,837.61","11,534,746.10"
,Invoice,2025-10-14,CR/INV/2526/07799,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,112.542,"28,516.95","11,563,263.05"
,Invoice,2025-10-14,CR/INV/2526/07807,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,392.809,"99,533.90","11,662,796.95"
,Invoice,2025-10-14,CR/INV/2526/07808,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,145.920,"36,974.58","11,699,771.53"
,Invoice,2025-10-14,CR/INV/2526/07809,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.760,"1,966.31","11,701,737.83"
,Invoice,2025-10-14,CR/INV/2526/07831,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,357.595,"90,611.02","11,792,348.85"
,Invoice,2025-10-14,CR/INV/2526/07832,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,57.525,"14,576.27","11,806,925.12"
,Invoice,2025-10-14,CR/INV/2526/07833,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,68.896,"17,457.63","11,824,382.75"
,Invoice,2025-10-14,CR/INV/2526/07834,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,266.95","11,825,649.69"
,Cash Sales,2025-10-14,CASH/INV/2425/02244,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,209.808,"53,163.31","11,878,813.01"
,Cash Sales,2025-10-14,CASH/INV/2425/02246,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,414.481,"105,025.41","11,983,838.42"
,Cash Sales,2025-10-14,CASH/INV/2425/02254,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1822.600,"461,828.59","12,445,667.00"
,Cash Sales,2025-10-14,CASH/INV/2425/02256,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,145.674,"36,912.26","12,482,579.26"
,Invoice,2025-10-15,CR/INV/2526/07854,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,380.736,"96,474.58","12,579,053.84"
,Invoice,2025-10-15,CR/INV/2526/07855,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,161.371,"40,889.83","12,619,943.67"
,Invoice,2025-10-15,CR/INV/2526/07856,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,32.000,"8,108.48","12,628,052.15"
,Invoice,2025-10-15,CR/INV/2526/07857,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.010,"2,283.04","12,630,335.19"
,Invoice,2025-10-15,CR/INV/2526/07869,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,447.120,"113,295.76","12,743,630.95"
,Invoice,2025-10-15,CR/INV/2526/07870,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.769,"7,796.61","12,751,427.56"
,Invoice,2025-10-15,CR/INV/2526/07878,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,172.575,"43,728.81","12,795,156.37"
,Invoice,2025-10-15,CR/INV/2526/07888,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,118.060,"29,915.25","12,825,071.63"
,Invoice,2025-10-15,CR/INV/2526/07889,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,17.993,"4,559.32","12,829,630.95"
,Invoice,2025-10-15,CR/INV/2526/07890,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,773.73","12,831,404.68"
,Cash Sales,2025-10-15,CASH/INV/2425/02259,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,534.513,"135,440.34","12,966,845.02"
,Cash Sales,2025-10-15,CASH/INV/2425/02268,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1611.841,"408,424.31","13,375,269.33"
,Cash Sales,2025-10-15,CASH/INV/2425/02273,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,401.155,"101,648.63","13,476,917.96"
,Cash Sales,2025-10-15,CASH/INV/2425/02275,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,47.417,"12,014.89","13,488,932.85"
,Invoice,2025-10-16,CR/INV/2526/07863,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,527.679,"133,708.48","13,622,641.32"
,Invoice,2025-10-16,CR/INV/2526/07864,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,14.682,"3,720.34","13,626,361.66"
,Invoice,2025-10-16,CR/INV/2526/07865,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.010,"2,029.61","13,628,391.27"
,Invoice,2025-10-16,CR/INV/2526/07866,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"13,628,898.05"
,Invoice,2025-10-16,CR/INV/2526/07867,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,136.455,"34,576.27","13,663,474.32"
,Invoice,2025-10-16,CR/INV/2526/07912,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,82.164,"20,819.49","13,684,293.82"
,Invoice,2025-10-16,CR/INV/2526/07935,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,685.418,"173,677.97","13,857,971.78"
,Invoice,2025-10-16,CR/INV/2526/07936,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,146.823,"37,203.39","13,895,175.17"
,Invoice,2025-10-16,CR/INV/2526/07937,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,31.000,"7,855.09","13,903,030.26"
,Cash Sales,2025-10-16,CASH/INV/2425/02263,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,502.369,"127,295.36","14,030,325.62"
,Cash Sales,2025-10-16,CASH/INV/2425/02265,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,151.965,"38,506.48","14,068,832.10"
,Cash Sales,2025-10-16,CASH/INV/2425/02280,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,250.826,"63,556.85","14,132,388.94"
,Cash Sales,2025-10-16,CASH/INV/2425/02286,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1010.160,"255,964.38","14,388,353.32"
,Invoice,2025-10-17,CR/INV/2526/07938,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,55.251,"14,000.00","14,402,353.32"
,Invoice,2025-10-17,CR/INV/2526/07939,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,16.722,"4,237.29","14,406,590.61"
,Invoice,2025-10-17,CR/INV/2526/07950,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,368.772,"93,443.22","14,500,033.83"
,Invoice,2025-10-17,CR/INV/2526/07951,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,38.127,"9,661.02","14,509,694.85"
,Invoice,2025-10-17,CR/INV/2526/07952,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"14,510,201.63"
,Invoice,2025-10-17,CR/INV/2526/07967,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,434.113,"110,000.00","14,620,201.63"
,Invoice,2025-10-17,CR/INV/2526/07968,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,60.201,"15,254.24","14,635,455.87"
,Invoice,2025-10-17,CR/INV/2526/07975,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,49.264,"12,483.05","14,647,938.92"
,Cash Sales,2025-10-17,CASH/INV/2425/02288,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,171.807,"43,534.13","14,691,473.04"
,Cash Sales,2025-10-17,CASH/INV/2425/02294,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,618.321,"156,676.26","14,848,149.31"
,Cash Sales,2025-10-17,CASH/INV/2425/02296,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1394.236,"353,285.45","15,201,434.76"
,Cash Sales,2025-10-17,CASH/INV/2425/02302,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,169.026,"42,829.45","15,244,264.21"
,Invoice,2025-10-18,CR/INV/2526/08003,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,114.314,"28,966.10","15,273,230.31"
,Invoice,2025-10-18,CR/INV/2526/08004,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.000,"1,013.56","15,274,243.87"
,Invoice,2025-10-18,CR/INV/2526/08005,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,4.000,"1,013.56","15,275,257.43"
,Invoice,2025-10-18,CR/INV/2526/08011,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,133.512,"33,830.51","15,309,087.93"
,Invoice,2025-10-18,CR/INV/2526/08018,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,297.023,"75,262.71","15,384,350.65"
,Invoice,2025-10-18,CR/INV/2526/08019,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,83.612,"21,186.44","15,405,537.09"
,Invoice,2025-10-18,CR/INV/2526/08030,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,422.341,"107,016.95","15,512,554.04"
,Invoice,2025-10-18,CR/INV/2526/08031,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,66.756,"16,915.25","15,529,469.29"
,Invoice,2025-10-18,CR/INV/2526/08032,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.000,"2,280.51","15,531,749.80"
,Invoice,2025-10-18,CR/INV/2526/08033,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"15,532,256.58"
,Invoice,2025-10-18,CR/INV/2526/08034,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,520.34","15,533,776.92"
,Invoice,2025-10-18,CR/INV/2526/08035,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"2,027.12","15,535,804.04"
,Cash Sales,2025-10-18,CASH/INV/2425/02306,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,210.646,"53,375.52","15,589,179.55"
,Cash Sales,2025-10-18,CASH/INV/2425/02310,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,485.198,"122,944.42","15,712,123.97"
,Cash Sales,2025-10-18,CASH/INV/2425/02314,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1654.665,"419,275.52","16,131,399.48"
,Cash Sales,2025-10-18,CASH/INV/2425/02321,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,634.203,"160,700.79","16,292,100.27"
,Invoice,2025-10-19,CR/INV/2526/08036,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,105.686,"26,779.66","16,318,879.93"
,Invoice,2025-10-19,CR/INV/2526/08037,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,601.70","16,326,481.63"
,Invoice,2025-10-19,CR/INV/2526/08038,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,385.197,"97,605.09","16,424,086.71"
,Invoice,2025-10-19,CR/INV/2526/08039,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,87.655,"22,211.02","16,446,297.73"
,Invoice,2025-10-19,CR/INV/2526/08040,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,352.659,"89,360.17","16,535,657.90"
,Invoice,2025-10-19,CR/INV/2526/08041,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.361,"2,118.64","16,537,776.54"
,Invoice,2025-10-19,CR/INV/2526/08042,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,15.890,"4,026.36","16,541,802.91"
,Cash Sales,2025-10-19,CASH/INV/2425/02322,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,76.404,"19,360.13","16,561,163.03"
,Cash Sales,2025-10-19,CASH/INV/2425/02323,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1334.727,"338,206.59","16,899,369.63"
,Cash Sales,2025-10-19,CASH/INV/2425/02329,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,259.720,"65,810.50","16,965,180.13"
,Invoice,2025-10-20,CR/INV/2526/08048,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,228.411,"57,877.12","17,023,057.25"
,Invoice,2025-10-20,CR/INV/2526/08051,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,506.78,"17,023,564.03"
,Invoice,2025-10-20,CR/INV/2526/08057,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,517.458,"131,118.64","17,154,682.67"
,Invoice,2025-10-20,CR/INV/2526/08058,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,33.445,"8,474.58","17,163,157.25"
,Invoice,2025-10-20,CR/INV/2526/08077,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,140.401,"35,576.27","17,198,733.52"
